UID          PID    PPID  C STIME TTY          TIME CMD
hslee     935653  935593  0 12:29 ?        00:00:01 sshd: hslee@notty
hslee     935654  935653  0 12:29 ?        00:00:00 -bash
hslee     935658  935654  0 12:29 ?        00:00:00 sh
hslee     935676  935658  0 12:29 ?        00:00:02 /home/hslee/.vscode-server/code-03c265b1adee71ac88f833e065f7bb956b60550a command-shell --cli-data-dir /home/hslee/.vscode-server/cli --parent-process-id 935658 --on-host=127.0.0.1 --on-port
root      935786     916  0 12:30 ?        00:00:00 sshd: hslee [priv]
hslee     935824  935786  0 12:30 ?        00:00:00 sshd: hslee@pts/6
hslee     935825  935824  0 12:30 pts/6    00:00:00 -bash
root      935923       2  0 12:30 ?        00:00:00 [kworker/11:1-mm_percpu_wq]
root      935930       2  0 12:30 ?        00:00:00 [kworker/9:0]
root      936738       2  0 12:30 ?        00:00:00 [kworker/7:1]
root      936746       2  0 12:30 ?        00:00:00 [kworker/5:2-events]
root      936749       2  0 12:30 ?        00:00:00 [kworker/6:1]
hslee     936752  928032  1 12:30 ?        00:00:09 /home/hslee/.vscode-server/cli/servers/Stable-03c265b1adee71ac88f833e065f7bb956b60550a/server/node --dns-result-order=ipv4first /home/hslee/.vscode-server/cli/servers/Stable-03c265b1adee71ac88f833e065f7bb956b60550a/server/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
hslee     936763  928032  0 12:30 ?        00:00:00 /home/hslee/.vscode-server/cli/servers/Stable-03c265b1adee71ac88f833e065f7bb956b60550a/server/node /home/hslee/.vscode-server/cli/servers/Stable-03c265b1adee71ac88f833e065f7bb956b60550a/server/out/bootstrap-fork --type=fileWatcher
hslee     936800  935676  0 12:30 ?        00:00:00 /bin/sh
root      936866       2  0 12:30 ?        00:00:00 [kworker/15:1-events]
root      936867       2  0 12:30 ?        00:00:00 [kworker/0:0-rcu_gp]
hslee     936970  928117  0 12:31 pts/12   00:00:00 /bin/bash --init-file /home/hslee/.vscode-server/cli/servers/Stable-03c265b1adee71ac88f833e065f7bb956b60550a/server/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root      937135     916  0 12:33 ?        00:00:00 sshd: hslee [priv]
hslee     937173  937135  0 12:33 ?        00:00:00 sshd: hslee@notty
hslee     937174  937173  0 12:33 ?        00:00:00 -bash
hslee     937177  937174  0 12:33 ?        00:00:00 sh
hslee     937195  937177  0 12:33 ?        00:00:01 /home/hslee/.vscode-server/code-03c265b1adee71ac88f833e065f7bb956b60550a command-shell --cli-data-dir /home/hslee/.vscode-server/cli --parent-process-id 937177 --on-host=127.0.0.1 --on-port
root      937246       2  0 12:34 ?        00:00:00 [kworker/4:0-events]
root      937278       2  0 12:34 ?        00:00:00 [kworker/13:1]
root      937480       2  0 12:36 ?        00:00:00 [kworker/u32:4-events_power_efficient]
root      938911       2  0 12:43 ?        00:00:00 [kworker/5:0-events]
hslee     939021  935658  0 12:44 ?        00:00:00 sleep 180
root      939078     916  0 12:44 ?        00:00:00 sshd: root [priv]
sshd      939088  939078  0 12:44 ?        00:00:00 sshd: root [net]
root      939089     916  0 12:44 ?        00:00:00 sshd: [accepted]
root      939167       2  0 12:45 ?        00:00:00 [kworker/u32:0-flush-259:0]
root      939273     916  0 12:45 ?        00:00:00 sshd: [accepted]
hslee     939326  937177  0 12:45 ?        00:00:00 sleep 180
root      939407     916  0 12:46 ?        00:00:00 sshd: root [priv]
sshd      939408  939407  0 12:46 ?        00:00:00 sshd: root [net]
root      939409     916  0 12:46 ?        00:00:00 sshd: root [priv]
sshd      939410  939409  0 12:46 ?        00:00:00 sshd: root [net]
hslee     939481  936970  0 12:46 pts/12   00:00:00 ps -ef
root     2123614       2  0 10월18 ?      00:00:14 [kworker/11:2-events]
